UUID;Variety Denomination;Variety Denomination Synonym(s) ;UPOV Species Code;Variety Status;EU Variety Status;Variety ID;GMO;Hybrid;Organic;Pollinator;Registration Date;Maintainer N°
244235;SY Alaron;SY Alaron;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1164
244236;SY Aldaria;SY Aldaria;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1164
244238;SY Ambador;SY Ambador;ZEAAA_MAY_GMA;Registered;No;;N;;;;05/02/2021;1164
244241;SY Amfora;SY Amfora;ZEAAA_MAY_GMA;Registered;No;;N;;;;05/02/2021;1164
244243;SY Andromeda;SY Andromeda;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244244;SY Aniston;SY Aniston;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244245;SY Anteus;SY Anteus;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;10/06/2017;1164
244246;SY Antex;SY Antex;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1164
244248;SY Aqualin;SY Aqualin;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244249;SY Aquifer;SY Aquifer;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;1164
244250;SY Arcus;SY Arcus;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1164
244252;SY Arnold;SY Arnold;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;1164
244253;SY Atomic;SY Atomic;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2017;1164
244256;SY Bambus;SY Bambus;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/02/2021;1164
244258;SY Bellona;SY Bellona;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244261;SY Bilbao;SY Bilbao;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244262;SY Blade;SY Blade;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244263;SY Boost;SY Boost;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244264;SY Borealis;SY Borealis;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244265;SY Brabus;SY Brabus;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/12/2014;1164
244267;SY Brenton;SY Brenton;ZEAAA_MAY_GMA;Registered;No;;N;;;;24/10/2019;1164
244268;SY Brillio;SY Brillio;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244269;SY Cadmium;SY Cadmium;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244270;SY Calippo;SY Calippo;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2017;1164
244271;SY Calo;SY Calo;ZEAAA_MAY_GMA;Registered;No;;N;;;;18/01/2018;1164
244273;SY Caravelle;SY Caravelle;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244274;SY Carioca;SY Carioca;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1164
244275;SY Caspia;SY Caspia;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244276;SY Castaneda;SY Castaneda;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;1164
244277;SY Chorintos;SY Chorintos;ZEAAA_MAY_GMA;Registered;No;;N;;;;12/01/2017;1164
244278;SY Clipser;SY Clipser;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244279;SY Collosseum;SY Collosseum;ZEAAA_MAY_GMA;Registered;No;;N;;;;15/01/2019;1164
244285;SY Cromatic;SY Cromatic;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244287;SY Damper;SY Damper;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244288;SY Darsen;SY Darsen;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244289;SY Dartagnan;SY Dartagnan;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244293;SY Diamanda;SY Diamanda;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244294;SY Dikara;SY Dikara;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;12/01/2010;1164
244295;SY Driller;SY Driller;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1164
244298;SY Enermax;SY Enermax;ZEAAA_MAY_GMA;Registered;No;;N;;;;10/06/2017;1164
244302;SY Fenomen;SY Fenomen;ZEAAA_MAY_GMA;Registered;No;;N;;;;11/01/2016;1164
244303;SY Fermin;SY Fermin;ZEAAA_MAY_GMA;Registered;No;;N;;;;16/12/2019;1164
244304;SY Feronia;SY Feronia;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;1164
244305;SY Flovita;SY Flovita;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;1164
244306;SY Fontero;SY Fontero;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;03/06/2021;1164
244307;SY Fontis;SY Fontis;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244308;SY Fortago;SY Fortago;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;07/02/2018;1164
244309;SY Fregat;SY Fregat;ZEAAA_MAY_GMA;Registered;No;;N;;;;15/01/2019;1164
244310;SY Fuerza;SY Fuerza;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;1164
244311;SY Generoso;SY Generoso;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244313;SY Gerardo;SY Gerardo;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/12/2019;1164
244314;SY Giants;SY Giants;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;1164
244315;SY Gibra;SY Gibra;ZEAAA_MAY_GMA;Registered;No;;N;;;;11/01/2016;1164
244317;SY Gladius;SY Gladius;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2017;1164
244321;SY Gustoso;SY Gustoso;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;1164
244323;SY Helium;SY Helium;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1164
244324;SY Hikari;SY Hikari;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244327;SY Ignis;SY Ignis;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;1164
244328;SY Ilanka;SY Ilanka;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;22/12/2015;1164
244329;SY Impulse;SY Impulse;ZEAAA_MAY_GMA;Registered;No;;N;;;;10/06/2017;1164
244330;SY Infinite;SY Infinite;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244332;SY Invictus;SY Invictus;ZEAAA_MAY_GMA;Registered;No;;N;;;;05/02/2021;1164
244334;SY Izoar;SY Izoar;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244337;SY Karavella;SY Karavella;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244340;SY Kastil;SY Kastil;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;03/06/2021;1164
244341;SY Keiler;SY Keiler;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;1164
244342;SY Kreon;SY Kreon;ZEAAA_MAY_GMA;Registered;No;;N;;;;12/01/2015;1164
244343;SY Kursor;SY Kursor;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244344;SY Larson;SY Larson;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244345;SY Lavaredo;SY Lavaredo;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244348;SY Locator;SY Locator;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244350;SY Lucroso;SY Lucroso;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244351;SY Luminoso;SY Luminoso;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;1164
244352;SY Lussuoso;SY Lussuoso;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244353;SY Lutetia;SY Lutetia;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;12/01/2010;1164
244354;SY Macao;SY Macao;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244356;SY Magus;SY Magus;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;26/02/2020;1622
244357;SY Manor;SY Manor;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244358;SY Maravi;SY Maravi;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;03/06/2021;1164
244359;SY Marilyn;SY Marilyn;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;1164
244360;SY Marimba;SY Marimba;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;10/06/2017;1164
244365;SY Medwin;SY Medwin;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;1164
244366;SY Merlot;SY Merlot;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;1164
244367;SY Miami;SY Miami;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;07/02/2011;1164
244370;SY Minerva;SY Minerva;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244376;SY Nativa;SY Nativa;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244377;SY Nekkar;SY Nekkar;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244378;SY Nepal;SY Nepal;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;1164
244379;SY Niagara;SY Niagara;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244380;SY Nickel;SY Nickel;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;1164
244381;SY Nicoso;SY Nicoso;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244385;SY Novatop;SY Novatop;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;07/02/2011;1164
244387;SY Octavo;SY Octavo;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;1164
244388;SY Octeon;SY Octeon;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244389;SY Okland;SY Okland;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;1164
244390;SY Ondina;;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;12/01/2010;1164
244391;SY Onesti;SY Onesti;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;1164
244392;SY Orpheus;SY Orpheus;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;10/06/2017;1164
244393;SY Ozone;SY Ozone;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244394;SY Pamplona;SY Pamplona;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244395;SY Pandoras;SY Pandoras;ZEAAA_MAY_GMA;Registered;No;;N;;;;12/01/2017;1164
244396;SY Passport;SY Passport;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244398;SY Photon;SY Photon;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1164
244400;SY Poderoso;SY Poderoso;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244401;SY Portentoso;SY Portentoso;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244405;SY Premeo;SY Premeo;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1164
244407;SY Previsio;SY Previsio;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244408;SY Prince;SY Prince;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244409;SY Prosperic;SY Prosperic;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;1164
244410;SY Provial;SY Provial;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244415;SY Rocky;SY Rocky;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;1164
244416;SY Rodiens;SY Rodiens;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244418;SY Sacramento;SY Sacramento;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;1164
244420;SY Sandro;SY Sandro;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1164
244423;SY Scandium;SY Scandium;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244424;SY Scorpius;SY Scorpius;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1164
244427;SY Shield;SY Shield;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244428;SY Sibella;SY Sibella;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;03/02/2014;1164
244429;SY Silver;SY Silver;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;1164
244431;SY Sincero;SY Sincero;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;07/02/2011;1164
244433;SY Solandri;SY Solandri;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;1164
244434;SY Solarius;SY Solarius;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/10/2021;1164
244437;SY Sycuro;SY Sycuro;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244444;SY Telstar;SY Telstar;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244445;SY Templar;SY Templar;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244446;SY Thorium;SY Thorium;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244448;SY Titanus;SY Titanus;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244450;SY Torino;SY Torino;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1164
244451;SY Triade;SY Triade;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1164
244453;SY Trivius;SY Trivius;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244454;SY Trusteo;SY Trusteo;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244455;SY Tuner;SY Tuner;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244456;SY Tuscany;SY Tuscany;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;1164
244460;SY Valdivia;SY Valdivia;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
244462;SY Valkiria;SY Valkiria;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244463;SY Valoroso;SY Valoroso;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244464;SY Valparaiso;SY Valparaiso;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1164
244465;SY Vanadium;SY Vanadium;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2017;1164
244466;SY Veralia;SY Veralia;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;12/01/2010;
244467;SY Verdemax;SY Verdemax;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2010;1164
244469;SY Victorius;SY Victorius;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1164
244470;SY Vitamin;SY Vitamin;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;1164
244471;SY Voltaic;SY Voltaic;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1164
244474;SY Zephir;SY Zephir;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1164
244478;Sabia;Sabia;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;370
244481;Sacasa;Sacasa;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;345
244482;Sacile;Sacile;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;
244484;Sacro;Sacro;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;161
244485;Saeta;Saeta;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;18/12/2002;389
244488;Safror;Safror;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244491;Sagittario;Sagittario;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;696
244495;Sahne;Sahne;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;254
244496;Sail;Sail;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244497;Saiyan;Saiyan;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;370
244498;Sakea;Sakea;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;370
244517;Salvati CS;Salvati CS;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;345
244519;Samanta;Samanta;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;681
244521;Samdi;Samdi;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;18/02/2002;345
244522;Sammer;Sammer;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;161
244523;Sammy;Sammy;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;;654
244524;Samoa;Samoa;ZEAAA_MAY_GMA;Registered;No;;N;;;;16/01/2020;254
244525;Samodek;Samodek;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;696
244526;Samos;Samos;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/10/2020;1299
244537;San Blas;San Blas;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;09/01/2008;426
244547;San Luis;San Luis;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/02/2002;823
244551;San Remo;San Remo;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;24/04/2001;373
244554;Sanantonio;Sanantonio;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;31/03/2000;426
244557;Sandella;Sandella;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;19/01/2007;
244558;Sanderson;Sanderson;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/01/2018;370
244561;Sandro;Sandro;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;186
244562;Sandy;Sandy;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;
244564;Sanjose;Sanjose;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;18/02/2002;389
244569;Sansone;Sansone;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;750
244572;Santiago;Santiago;ZEAAA_MAY_GMA;Registered;No;;N;;;;25/01/2022;272
244578;Santos;Santos;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244582;Saputo;Saputo;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;14/01/2008;110
244583;Sara;Sara;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;681
244586;Sardaigne;Sardaigne;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;15/05/2000;
244587;Sardane;Sardane;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;370
244592;Sarzana;Sarzana;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;;1011
244595;Satelis;Satelis;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;31/03/2000;
244597;Sato;Sato;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;370
244599;Satriani;Satriani;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;370
244600;Saturnis;Saturnis;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;01/01/2002;389
244601;Saturno;Saturno;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;14/11/2006;688
244604;Saverio;Saverio;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;370
244605;Savona;Savona;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;;1011
244606;Savoria;Savoria;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/12/2019;000
244607;Saxi;Saxi;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;31/03/2000;345
244612;Sberry;Sberry;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244613;Scadora;Scadora;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/01/2007;345
244614;Scafort;Scafort;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/01/2007;345
244615;Scagliolo di Carenno;Scagliolo di Carenno;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;17/11/2017;1294
244617;Scandi CS;Scandi CS;ZEAAA_MAY_GMA;Registered;No;;N;;;;20/02/2008;345
244623;Scelior;Scelior;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;19/01/2007;345
244627;Schelem;Schelem;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/02/2015;345
244629;Schips;Schips;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;345
244632;Schokolade;Schokolade;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;272
244634;Schwarzenegger;Schwarzenegger;ZEAAA_MAY_GMA;Registered;No;;N;;;;16/01/2020;272
244638;Scintilla;Scintilla;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;06/06/2008;68
244639;Sciren;Sciren;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2009;345
244640;Scirocco;Scirocco;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;95
244644;Scolex;Scolex;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/02/2015;345
244649;Scotis;Scotis;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;31/03/2000;
244650;Scott;Scott;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;654
244655;Scratch;Scratch;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;345
244657;Script;Script;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;345
244666;Securis;Securis;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;19/01/2007;1164
244668;Seedney;Seedney;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;19/03/2021;1242
244669;Seedy;Seedy;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244675;Sekt;Sekt;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;254
244676;Sele;Sele;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;661
244677;Selectis;Selectis;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;389
244678;Selene;Selene;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;153
244679;Selenia;Selenia;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/01/2018;370
244680;Selenite;Selenite;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
244682;Seller;Seller;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;161
244684;Selva;Selva;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;423
244687;Sematic;Sematic;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;370
292854;Senator;Senator;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;272
244691;Seneca;Seneca;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;186
244692;Senegal;Senegal;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;18/12/2002;469
244693;Senja;Senja;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;272
244694;Senna;Senna;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244697;Senta;Senta;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;601
244698;Seoul;Seoul;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;350
244699;Sephora;Sephora;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;370
244700;Septima;Septima;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2004;370
244706;Sereno;Sereno;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;183
244708;Serifos;Serifos;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;23/07/2012;1299
244710;Serpico;Serpico;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;696
244712;Serse;Serse;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244713;Serveza;Serveza;ZEAAA_MAY_GMA;Registered;No;;N;;;;12/01/2017;272
244714;Servus;Servus;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;272
244720;Sesia;Sesia;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;
244724;Setos;Setos;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244730;Sexxym;Sexxym;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;19/01/2007;1125
244731;Sfinge;Sfinge;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;750
244734;Shani WX;Shani WX;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/12/2019;000
244735;Shaniya;Shaniya;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/06/2018;370
244737;Sharlene;Sharlene;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;000
244738;Sharon;Sharon;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
244740;Sheila;Sheila;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
244746;Sherpa;Sherpa;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;19/01/2007;370
244753;Shironga;Shironga;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;26/02/2020;440
244755;Shogun;Shogun;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;24/04/2001;423
244756;Shopy;Shopy;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;06/06/2008;
244759;Siamese;Siamese;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;
244764;Sideral;Sideral;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;31/03/2000;696
244765;Sidney;Sidney;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;720
244766;Sidonis;Sidonis;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/02/2002;389
244768;Sierra;Sierra;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;672
244769;Signal;Signal;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;696
244772;Sikinos;Sikinos;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;23/07/2012;1299
244775;Silcox;Silcox;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;20/02/2001;823
244779;Silexx Duo;Silexx Duo;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;09/01/2009;1125
244780;Siliana;Siliana;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/01/2007;1011
244784;Silla;Silla;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;;1011
